rep,A,rd,LL,dp,pval,psig
45,11,30,10.528771839378944,-0.755,4.4569468544697344e-06,1
46,11,30,11.108054758423721,-0.6849999999999999,2.4362111864517644e-06,1
47,11,30,24.43708969938413,-0.6849999999999999,2.7291502391335598e-12,1
48,11,30,26.926407823674978,-0.795,2.1604940059205546e-13,1
49,11,30,13.396572190059219,-0.725,2.2643922958920371e-07,1
50,11,30,18.106470501289493,-0.76,1.7689200104697989e-09,1
51,11,30,13.845431167489282,-0.795,1.4233345246861262e-07,1
52,11,30,23.678753262366463,-0.75,5.9151572529003715e-12,1
53,11,30,12.440541387568395,-0.715,6.0977866889189158e-07,1
54,11,30,18.252230746957373,-0.8150000000000001,1.5231721439690205e-09,1
55,11,30,21.862487201739683,-0.68,3.7791769713635404e-11,1
56,11,30,22.374003732000915,-0.695,2.2409518685151397e-11,1
57,11,30,17.792166351453517,-0.7,2.4424408051615387e-09,1
58,11,30,17.226119239797054,-0.79,4.3684009742861463e-09,1
59,11,30,17.88643333597205,-0.73,2.2171432467743557e-09,1
60,11,30,27.408093631478657,-0.765,1.3233858453531866e-13,1
61,11,30,15.657487029586157,-0.76,2.1938103778040841e-08,1
62,11,30,20.283672696667505,-0.735,1.8995482964356825e-10,1
63,11,30,17.471878564376066,-0.715,3.3936775611920211e-09,1
64,11,30,12.790540305444821,-0.6849999999999999,4.241780978686549e-07,1
65,11,30,10.664057176608788,-0.75,3.8701381199768292e-06,1
66,11,30,17.065435102862587,-0.735,5.1527305755527664e-09,1
67,11,30,19.078954577721383,-0.695,6.5244742941672484e-10,1
68,11,30,14.128297038282076,-0.725,1.0625205126846282e-07,1
69,11,30,8.96244256978217,-0.71,2.2979671486234032e-05,0
